"","Fecha","Último","Apertura","Máximo","Mínimo","X..var."
"322",2021-02-16,1.2104,1.213,1.217,1.2095,"-0,19%"
"323",2021-02-15,1.2127,1.2123,1.2146,1.2116,"0,07%"
"324",2021-02-12,1.2118,1.213,1.2135,1.2081,"-0,08%"
"325",2021-02-11,1.2128,1.2118,1.215,1.2112,"0,10%"
"326",2021-02-10,1.2116,1.2119,1.2145,1.2108,"-0,01%"
"327",2021-02-09,1.2117,1.2048,1.2122,1.2045,"0,57%"
"328",2021-02-08,1.2048,1.2042,1.2067,1.2019,"0,05%"
"329",2021-02-05,1.2042,1.1964,1.205,1.1952,"0,67%"
"330",2021-02-04,1.1962,1.2033,1.2043,1.1957,"-0,60%"
"331",2021-02-03,1.2034,1.2044,1.205,1.2003,"-0,07%"
"332",2021-02-02,1.2042,1.2059,1.2089,1.2011,"-0,14%"
"333",2021-02-01,1.2059,1.214,1.2146,1.2054,"-0,63%"
"334",2021-01-29,1.2136,1.2121,1.2156,1.2093,"0,12%"
"335",2021-01-28,1.2121,1.2109,1.2142,1.2079,"0,11%"
"336",2021-01-27,1.2108,1.216,1.217,1.2057,"-0,43%"
"337",2021-01-26,1.216,1.2138,1.2177,1.2107,"0,19%"
"338",2021-01-25,1.2137,1.2168,1.2184,1.2115,"-0,25%"
"339",2021-01-22,1.2167,1.2164,1.2191,1.2151,"0,04%"
"340",2021-01-21,1.2162,1.2106,1.2175,1.2103,"0,48%"
"341",2021-01-20,1.2104,1.2127,1.2158,1.2076,"-0,20%"
"342",2021-01-19,1.2128,1.2078,1.2146,1.2074,"0,43%"
"343",2021-01-18,1.2076,1.2085,1.2091,1.2054,"-0,02%"
"344",2021-01-15,1.2078,1.2155,1.2163,1.2074,"-0,64%"
"345",2021-01-14,1.2156,1.2157,1.2179,1.2111,"-0,01%"
"346",2021-01-13,1.2157,1.2208,1.2224,1.214,"-0,41%"
"347",2021-01-12,1.2207,1.2152,1.2211,1.2136,"0,48%"
"348",2021-01-11,1.2149,1.2217,1.2227,1.2132,"-0,56%"
"349",2021-01-08,1.2218,1.2273,1.2284,1.2191,"-0,42%"
"350",2021-01-07,1.227,1.2327,1.2346,1.2244,"-0,45%"
"351",2021-01-06,1.2325,1.2296,1.235,1.2265,"0,25%"
"352",2021-01-05,1.2294,1.2247,1.2307,1.2246,"0,38%"
"353",2021-01-04,1.2248,1.2231,1.231,1.2223,"0,29%"
"354",2021-01-01,1.2212,1.2216,1.2217,1.221,"-0,01%"
"355",2020-12-31,1.2213,1.2298,1.231,1.2209,"-0,67%"
"356",2020-12-30,1.2295,1.2248,1.2311,1.2246,"0,39%"
"357",2020-12-29,1.2247,1.2217,1.2276,1.2207,"0,27%"
"358",2020-12-28,1.2214,1.2202,1.2251,1.2181,"0,08%"
"359",2020-12-25,1.2204,1.2186,1.2212,1.2165,"0,15%"
"360",2020-12-24,1.2186,1.2188,1.2217,1.2177,"0,01%"
"361",2020-12-23,1.2185,1.2163,1.2221,1.2154,"0,20%"
"362",2020-12-22,1.2161,1.2244,1.2257,1.2151,"-0,66%"
"363",2020-12-21,1.2242,1.2242,1.2254,1.2129,"-0,11%"
"364",2020-12-18,1.2255,1.2268,1.2273,1.2225,"-0,09%"
"365",2020-12-17,1.2266,1.2199,1.2274,1.2191,"0,57%"
"366",2020-12-16,1.2197,1.2152,1.2213,1.2125,"0,38%"
"367",2020-12-15,1.2151,1.2143,1.217,1.2121,"0,07%"
"368",2020-12-14,1.2143,1.2131,1.2177,1.2115,"0,26%"
"369",2020-12-11,1.2111,1.2137,1.2163,1.2105,"-0,21%"
"370",2020-12-10,1.2136,1.2083,1.216,1.2075,"0,46%"
"371",2020-12-09,1.2081,1.2103,1.2148,1.2059,"-0,17%"
"372",2020-12-08,1.2101,1.2109,1.2134,1.2095,"-0,06%"
"373",2020-12-07,1.2108,1.2128,1.2167,1.2078,"-0,10%"
"374",2020-12-04,1.212,1.2142,1.2178,1.211,"-0,16%"
"375",2020-12-03,1.214,1.2115,1.2177,1.21,"0,21%"
"376",2020-12-02,1.2115,1.207,1.2119,1.204,"0,37%"
"377",2020-12-01,1.207,1.1928,1.2077,1.1926,"1,19%"
"378",2020-11-30,1.1928,1.1957,1.2004,1.1924,"-0,28%"
"379",2020-11-27,1.1962,1.1914,1.1965,1.1907,"0,41%"
"380",2020-11-26,1.1913,1.1916,1.1941,1.1884,"0,00%"
"381",2020-11-25,1.1913,1.1891,1.1931,1.1882,"0,21%"
"382",2020-11-24,1.1888,1.1842,1.1897,1.1837,"0,41%"
"383",2020-11-23,1.184,1.1853,1.1906,1.18,"-0,11%"
"384",2020-11-20,1.1853,1.1875,1.1891,1.1849,"-0,17%"
"385",2020-11-19,1.1873,1.1853,1.1883,1.1816,"0,18%"
"386",2020-11-18,1.1852,1.1863,1.1892,1.1848,"-0,08%"
"387",2020-11-17,1.1861,1.1852,1.1895,1.1842,"0,07%"
"388",2020-11-16,1.1853,1.1829,1.1869,1.1813,"0,18%"
"389",2020-11-13,1.1832,1.1805,1.1838,1.1798,"0,24%"
"390",2020-11-12,1.1804,1.1777,1.1824,1.1758,"0,23%"
"391",2020-11-11,1.1777,1.181,1.1834,1.1745,"-0,31%"
"392",2020-11-10,1.1814,1.1812,1.1844,1.178,"0,01%"
"393",2020-11-09,1.1813,1.1882,1.192,1.1795,"-0,50%"
"394",2020-11-06,1.1872,1.1826,1.1891,1.1795,"0,43%"
"395",2020-11-05,1.1821,1.1725,1.1861,1.171,"0,84%"
"396",2020-11-04,1.1722,1.1715,1.177,1.1603,"0,09%"
"397",2020-11-03,1.1711,1.164,1.174,1.1633,"0,61%"
"398",2020-11-02,1.164,1.1658,1.1658,1.1622,"-0,06%"
"399",2020-10-30,1.1647,1.1674,1.1705,1.1639,"-0,23%"
"400",2020-10-29,1.1674,1.1746,1.176,1.165,"-0,60%"
"401",2020-10-28,1.1744,1.1796,1.1798,1.1717,"-0,43%"
"402",2020-10-27,1.1795,1.181,1.1839,1.1793,"-0,11%"
"403",2020-10-26,1.1808,1.1858,1.1861,1.1803,"-0,43%"
"404",2020-10-23,1.1859,1.1819,1.1866,1.1787,"0,36%"
"405",2020-10-22,1.1816,1.1862,1.1868,1.1811,"-0,38%"
"406",2020-10-21,1.1861,1.1822,1.1882,1.1821,"0,34%"
"407",2020-10-20,1.1821,1.1769,1.1841,1.176,"0,47%"
"408",2020-10-19,1.1766,1.1722,1.1795,1.1703,"0,41%"
"409",2020-10-16,1.1718,1.1708,1.1746,1.1694,"0,10%"
"410",2020-10-15,1.1706,1.1747,1.176,1.1688,"-0,34%"
"411",2020-10-14,1.1746,1.1746,1.1772,1.1719,"0,02%"
"412",2020-10-13,1.1744,1.1813,1.1817,1.1731,"-0,58%"
"413",2020-10-12,1.1813,1.1819,1.1827,1.1786,"-0,09%"
"414",2020-10-09,1.1824,1.1759,1.1832,1.1753,"0,56%"
"415",2020-10-08,1.1758,1.1762,1.1782,1.1732,"-0,02%"
"416",2020-10-07,1.176,1.1735,1.1783,1.1724,"0,22%"
"417",2020-10-06,1.1734,1.1782,1.1809,1.1731,"-0,40%"
"418",2020-10-05,1.1781,1.1716,1.1798,1.1707,"0,58%"
"419",2020-10-02,1.1713,1.1748,1.1751,1.1695,"-0,29%"
"420",2020-10-01,1.1747,1.1719,1.177,1.1717,"0,25%"
"421",2020-09-30,1.1718,1.1743,1.1756,1.1684,"-0,20%"
"422",2020-09-29,1.1742,1.1666,1.1746,1.166,"0,67%"
"423",2020-09-28,1.1664,1.1638,1.1679,1.1615,"0,29%"
"424",2020-09-25,1.163,1.1671,1.1686,1.1612,"-0,36%"
"425",2020-09-24,1.1672,1.166,1.1688,1.1626,"0,11%"
"426",2020-09-23,1.1659,1.1708,1.1719,1.1651,"-0,40%"
"427",2020-09-22,1.1706,1.177,1.1774,1.1691,"-0,54%"
"428",2020-09-21,1.1769,1.1848,1.1873,1.1731,"-0,57%"
"429",2020-09-18,1.1837,1.1848,1.1871,1.1826,"-0,08%"
"430",2020-09-17,1.1847,1.1816,1.1854,1.1737,"0,28%"
"431",2020-09-16,1.1814,1.185,1.1883,1.1787,"-0,26%"
"432",2020-09-15,1.1845,1.1865,1.1901,1.1839,"-0,19%"
"433",2020-09-14,1.1868,1.184,1.1889,1.183,"0,19%"
"434",2020-09-11,1.1845,1.1814,1.1875,1.1812,"0,27%"
"435",2020-09-10,1.1813,1.1801,1.1918,1.18,"0,09%"
"436",2020-09-09,1.1802,1.1777,1.1834,1.1753,"0,20%"
"437",2020-09-08,1.1779,1.1817,1.1829,1.1765,"-0,32%"
"438",2020-09-07,1.1817,1.1833,1.1849,1.1811,"-0,18%"
"439",2020-09-04,1.1838,1.185,1.1866,1.1781,"-0,09%"
"440",2020-09-03,1.1849,1.1852,1.1866,1.1789,"-0,03%"
"441",2020-09-02,1.1853,1.1911,1.1931,1.1822,"-0,48%"
"442",2020-09-01,1.191,1.1936,1.2012,1.1901,"-0,22%"
"443",2020-08-31,1.1936,1.1899,1.1967,1.1883,"0,28%"
"444",2020-08-28,1.1903,1.1822,1.192,1.181,"0,69%"
"445",2020-08-27,1.1821,1.1831,1.1902,1.1762,"-0,07%"
"446",2020-08-26,1.1829,1.1834,1.1841,1.1772,"-0,03%"
"447",2020-08-25,1.1833,1.1793,1.1845,1.1783,"0,39%"
"448",2020-08-24,1.1787,1.1787,1.1851,1.1783,"-0,07%"
"449",2020-08-21,1.1795,1.186,1.1883,1.1754,"-0,54%"
"450",2020-08-20,1.1859,1.1839,1.1869,1.1802,"0,19%"
"451",2020-08-19,1.1836,1.1931,1.1954,1.183,"-0,78%"
"452",2020-08-18,1.1929,1.187,1.1967,1.1865,"0,51%"
"453",2020-08-17,1.1869,1.184,1.1882,1.1829,"0,24%"
"454",2020-08-14,1.1841,1.1815,1.1852,1.1782,"0,25%"
"455",2020-08-13,1.1812,1.1786,1.1865,1.1781,"0,25%"
"456",2020-08-12,1.1782,1.174,1.1816,1.171,"0,37%"
"457",2020-08-11,1.1739,1.1738,1.1808,1.1722,"0,03%"
"458",2020-08-10,1.1736,1.1788,1.1803,1.1736,"-0,42%"
"459",2020-08-07,1.1786,1.1877,1.1884,1.1755,"-0,75%"
"460",2020-08-06,1.1875,1.1863,1.1917,1.1818,"0,12%"
"461",2020-08-05,1.1861,1.1802,1.1906,1.1793,"0,52%"
"462",2020-08-04,1.18,1.1765,1.1807,1.172,"0,33%"
"463",2020-08-03,1.1761,1.1783,1.1797,1.1696,"-0,11%"
"464",2020-07-31,1.1774,1.1846,1.191,1.176,"-0,61%"
"465",2020-07-30,1.1846,1.1788,1.1849,1.1731,"0,47%"
"466",2020-07-29,1.179,1.1718,1.1807,1.1714,"0,65%"
"467",2020-07-28,1.1714,1.1753,1.1774,1.1698,"-0,31%"
"468",2020-07-27,1.1751,1.1646,1.1782,1.1637,"0,83%"
"469",2020-07-24,1.1654,1.1597,1.1659,1.158,"0,52%"
"470",2020-07-23,1.1594,1.1575,1.1628,1.1539,"0,22%"
"471",2020-07-22,1.1568,1.1528,1.1602,1.1507,"0,36%"
"472",2020-07-21,1.1526,1.1447,1.154,1.1422,"0,72%"
"473",2020-07-20,1.1444,1.141,1.1468,1.1401,"0,16%"
"474",2020-07-17,1.1426,1.1384,1.1444,1.1377,"0,38%"
"475",2020-07-16,1.1383,1.1411,1.1443,1.137,"-0,24%"
"476",2020-07-15,1.141,1.14,1.1452,1.1391,"0,12%"
"477",2020-07-14,1.1396,1.1343,1.1409,1.1324,"0,49%"
"478",2020-07-13,1.134,1.13,1.1375,1.1297,"0,37%"
"479",2020-07-10,1.1298,1.1285,1.1326,1.1255,"0,15%"
"480",2020-07-09,1.1281,1.1329,1.1372,1.1279,"-0,42%"
"481",2020-07-08,1.1329,1.1273,1.1352,1.1262,"0,52%"
"482",2020-07-07,1.127,1.1308,1.1334,1.1258,"-0,34%"
"483",2020-07-06,1.1308,1.1242,1.1346,1.124,"0,53%"
"484",2020-07-03,1.1248,1.1239,1.1254,1.1219,"0,09%"
"485",2020-07-02,1.1238,1.1252,1.1303,1.1222,"-0,11%"
"486",2020-07-01,1.125,1.1233,1.1276,1.1185,"0,17%"
"487",2020-06-30,1.1231,1.1242,1.1263,1.1191,"-0,08%"
"488",2020-06-29,1.124,1.1227,1.1289,1.1216,"0,21%"
"489",2020-06-26,1.1217,1.1218,1.1241,1.1194,"0,00%"
"490",2020-06-25,1.1217,1.1251,1.1261,1.119,"-0,29%"
"491",2020-06-24,1.125,1.1308,1.1327,1.1248,"-0,50%"
"492",2020-06-23,1.1306,1.1259,1.135,1.1233,"0,43%"
"493",2020-06-22,1.1258,1.1185,1.1271,1.1168,"0,74%"
"494",2020-06-19,1.1175,1.1205,1.1255,1.1168,"-0,24%"
"495",2020-06-18,1.1202,1.1244,1.1264,1.1185,"-0,36%"
"496",2020-06-17,1.1243,1.1264,1.1295,1.1207,"-0,18%"
"497",2020-06-16,1.1263,1.1325,1.1353,1.1228,"-0,52%"
"498",2020-06-15,1.1322,1.1245,1.1334,1.1226,"0,60%"
"499",2020-06-12,1.1254,1.1299,1.1341,1.1212,"-0,38%"
"500",2020-06-11,1.1297,1.1373,1.1404,1.1287,"-0,63%"
"501",2020-06-10,1.1369,1.134,1.1423,1.1322,"0,26%"
"502",2020-06-09,1.134,1.1297,1.1365,1.1241,"0,43%"
"503",2020-06-08,1.1292,1.1289,1.1321,1.1267,"0,07%"
"504",2020-06-05,1.1284,1.1337,1.1385,1.1278,"-0,46%"
"505",2020-06-04,1.1336,1.1234,1.1363,1.1194,"0,93%"
"506",2020-06-03,1.1232,1.1172,1.1257,1.1166,"0,56%"
"507",2020-06-02,1.1169,1.1137,1.1197,1.1114,"0,31%"
"508",2020-06-01,1.1134,1.1097,1.1155,1.1095,"0,32%"
"509",2020-05-29,1.1098,1.1078,1.1146,1.107,"0,20%"
"510",2020-05-28,1.1076,1.1005,1.1094,1.0991,"0,66%"
"511",2020-05-27,1.1003,1.0983,1.1032,1.0934,"0,21%"
"512",2020-05-26,1.098,1.0899,1.0997,1.0891,"0,74%"
"513",2020-05-25,1.0899,1.0903,1.0915,1.087,"-0,01%"
"514",2020-05-22,1.09,1.0949,1.0961,1.0885,"-0,45%"
"515",2020-05-21,1.0949,1.0979,1.101,1.0936,"-0,26%"
"516",2020-05-20,1.0977,1.0928,1.1,1.0918,"0,51%"
"517",2020-05-19,1.0921,1.0913,1.0977,1.0901,"0,08%"
"518",2020-05-18,1.0912,1.0816,1.0927,1.0799,"0,90%"
"519",2020-05-15,1.0815,1.0805,1.0851,1.0789,"0,10%"
"520",2020-05-14,1.0804,1.0819,1.0826,1.0775,"-0,11%"
"521",2020-05-13,1.0816,1.0848,1.0897,1.0811,"-0,28%"
"522",2020-05-12,1.0846,1.0807,1.0885,1.0784,"0,37%"
"523",2020-05-11,1.0806,1.0838,1.0851,1.08,"-0,31%"
"524",2020-05-08,1.084,1.0833,1.0876,1.0814,"0,07%"
"525",2020-05-07,1.0832,1.0795,1.0835,1.0766,"0,35%"
"526",2020-05-06,1.0794,1.0836,1.0848,1.0782,"-0,41%"
"527",2020-05-05,1.0838,1.0907,1.0927,1.0826,"-0,62%"
"528",2020-05-04,1.0906,1.098,1.098,1.0895,"-0,70%"
"529",2020-05-01,1.0983,1.0956,1.1019,1.0934,"0,26%"
"530",2020-04-30,1.0955,1.0872,1.0973,1.0833,"0,75%"
"531",2020-04-29,1.0873,1.0819,1.0886,1.0818,"0,51%"
"532",2020-04-28,1.0818,1.0829,1.089,1.081,"-0,09%"
"533",2020-04-27,1.0828,1.0809,1.0862,1.0808,"0,07%"
"534",2020-04-24,1.082,1.0778,1.0831,1.0726,"0,41%"
"535",2020-04-23,1.0776,1.0824,1.0848,1.0755,"-0,43%"
"536",2020-04-22,1.0822,1.0857,1.0886,1.0802,"-0,31%"
"537",2020-04-21,1.0856,1.0862,1.0882,1.0816,"-0,06%"
"538",2020-04-20,1.0862,1.0875,1.0898,1.0841,"-0,13%"
"539",2020-04-17,1.0876,1.0835,1.0893,1.0812,"0,38%"
"540",2020-04-16,1.0835,1.0911,1.0913,1.0817,"-0,66%"
"541",2020-04-15,1.0907,1.098,1.0991,1.0856,"-0,66%"
"542",2020-04-14,1.0979,1.0914,1.0988,1.0904,"0,60%"
"543",2020-04-13,1.0913,1.0941,1.0969,1.0892,"-0,20%"
"544",2020-04-10,1.0935,1.093,1.0953,1.0919,"0,07%"
"545",2020-04-09,1.0927,1.0857,1.0953,1.0841,"0,65%"
"546",2020-04-08,1.0856,1.0891,1.0904,1.0829,"-0,30%"
"547",2020-04-07,1.0889,1.0793,1.0926,1.0783,"0,91%"
"548",2020-04-06,1.0791,1.0813,1.0835,1.0768,"-0,16%"
"549",2020-04-03,1.0808,1.0858,1.0865,1.0773,"-0,44%"
"550",2020-04-02,1.0856,1.0964,1.097,1.082,"-0,97%"
"551",2020-04-01,1.0962,1.1031,1.104,1.0903,"-0,61%"
"552",2020-03-31,1.1029,1.1049,1.1056,1.0926,"-0,15%"
"553",2020-03-30,1.1046,1.1136,1.1145,1.101,"-0,84%"
"554",2020-03-27,1.114,1.103,1.1148,1.0953,"1,02%"
"555",2020-03-26,1.1028,1.0881,1.1059,1.0869,"1,36%"
"556",2020-03-25,1.088,1.0789,1.0895,1.0761,"0,86%"
"557",2020-03-24,1.0787,1.0726,1.0889,1.0722,"0,62%"
"558",2020-03-23,1.0721,1.0696,1.0828,1.0637,"0,25%"
"559",2020-03-20,1.0694,1.0691,1.0832,1.0637,"0,04%"
"560",2020-03-19,1.069,1.0915,1.0982,1.0654,"-2,04%"
"561",2020-03-18,1.0913,1.0997,1.1046,1.0802,"-0,75%"
"562",2020-03-17,1.0996,1.1183,1.119,1.0955,"-1,65%"
"563",2020-03-16,1.1181,1.1085,1.1237,1.1046,"0,68%"
"564",2020-03-13,1.1105,1.1185,1.1222,1.1054,"-0,70%"
"565",2020-03-12,1.1183,1.1269,1.1334,1.1055,"-0,75%"
"566",2020-03-11,1.1267,1.128,1.1367,1.1257,"-0,11%"
"567",2020-03-10,1.1279,1.1446,1.1459,1.1274,"-1,47%"
"568",2020-03-09,1.1447,1.1292,1.1494,1.1284,"1,44%"
"569",2020-03-06,1.1285,1.1238,1.1356,1.1212,"0,41%"
"570",2020-03-05,1.1239,1.1136,1.1245,1.1119,"0,94%"
"571",2020-03-04,1.1134,1.1172,1.1187,1.1094,"-0,33%"
"572",2020-03-03,1.1171,1.1133,1.1214,1.1095,"0,35%"
"573",2020-03-02,1.1132,1.1003,1.1186,1.1003,"0,97%"
"574",2020-02-28,1.1025,1.1001,1.1054,1.095,"0,25%"
"575",2020-02-27,1.0998,1.0881,1.1006,1.0878,"1,09%"
"576",2020-02-26,1.0879,1.0881,1.091,1.0855,"0,00%"
"577",2020-02-25,1.0879,1.0854,1.0891,1.0829,"0,25%"
"578",2020-02-24,1.0852,1.0841,1.0872,1.0805,"0,08%"
"579",2020-02-21,1.0843,1.0785,1.0864,1.0783,"0,56%"
"580",2020-02-20,1.0783,1.0806,1.0821,1.0776,"-0,19%"
"581",2020-02-19,1.0804,1.0791,1.0812,1.0782,"0,12%"
"582",2020-02-18,1.0791,1.0838,1.0839,1.0785,"-0,40%"
"583",2020-02-17,1.0834,1.0832,1.0852,1.0821,"0,04%"
"584",2020-02-14,1.083,1.0841,1.0862,1.0827,"-0,09%"
"585",2020-02-13,1.084,1.0874,1.089,1.0833,"-0,29%"
"586",2020-02-12,1.0871,1.0916,1.0927,1.0864,"-0,39%"
"587",2020-02-11,1.0914,1.0911,1.0926,1.0891,"0,05%"
"588",2020-02-10,1.0909,1.0951,1.0958,1.0907,"-0,31%"
"589",2020-02-07,1.0943,1.0983,1.0986,1.0941,"-0,34%"
"590",2020-02-06,1.098,1.0999,1.1014,1.0964,"-0,15%"
"591",2020-02-05,1.0997,1.1044,1.1049,1.0993,"-0,41%"
"592",2020-02-04,1.1042,1.1059,1.1065,1.1033,"-0,14%"
"593",2020-02-03,1.1058,1.1092,1.1096,1.1035,"-0,32%"
"594",2020-01-31,1.1093,1.1032,1.1097,1.1016,"0,57%"
"595",2020-01-30,1.103,1.101,1.104,1.1006,"0,19%"
"596",2020-01-29,1.1009,1.1022,1.1028,1.0991,"-0,10%"
"597",2020-01-28,1.102,1.1019,1.1026,1.0998,"0,04%"
"598",2020-01-27,1.1016,1.1021,1.1039,1.1009,"-0,06%"
"599",2020-01-24,1.1023,1.1055,1.1063,1.102,"-0,26%"
"600",2020-01-23,1.1052,1.1092,1.1109,1.1036,"-0,35%"
"601",2020-01-22,1.1091,1.1084,1.1099,1.107,"0,08%"
"602",2020-01-21,1.1082,1.1095,1.1119,1.108,"-0,11%"
"603",2020-01-20,1.1094,1.1092,1.1104,1.1076,"0,05%"
"604",2020-01-17,1.1088,1.1136,1.1143,1.1085,"-0,42%"
"605",2020-01-16,1.1135,1.1151,1.1173,1.1128,"-0,13%"
"606",2020-01-15,1.1149,1.113,1.1164,1.1118,"0,20%"
"607",2020-01-14,1.1127,1.1135,1.1145,1.1104,"-0,05%"
"608",2020-01-13,1.1133,1.1125,1.1148,1.1112,"0,12%"
"609",2020-01-10,1.112,1.1106,1.113,1.1085,"0,14%"
"610",2020-01-09,1.1105,1.1106,1.1121,1.1092,"0,02%"
"611",2020-01-08,1.1103,1.1154,1.1169,1.1101,"-0,43%"
"612",2020-01-07,1.1151,1.1198,1.1198,1.1133,"-0,38%"
"613",2020-01-06,1.1193,1.1168,1.1207,1.1155,"0,31%"
"614",2020-01-03,1.1158,1.1172,1.1181,1.1125,"-0,11%"
"615",2020-01-02,1.117,1.1212,1.1227,1.1163,"-0,36%"
"616",2020-01-01,1.121,1.1213,1.1223,1.1205,"0,00%"
"617",2019-12-31,1.121,1.1198,1.124,1.1198,"0,12%"
"618",2019-12-30,1.1197,1.1175,1.1223,1.117,"0,20%"
"619",2019-12-27,1.1175,1.1097,1.1188,1.1095,"0,71%"
"620",2019-12-26,1.1096,1.1091,1.111,1.1082,"0,05%"
"621",2019-12-25,1.109,1.1089,1.1107,1.1073,"0,03%"
"622",2019-12-24,1.1087,1.1089,1.1095,1.1069,"0,01%"
"623",2019-12-23,1.1086,1.1081,1.1097,1.1069,"0,07%"
"624",2019-12-20,1.1078,1.1122,1.1127,1.1065,"-0,38%"
"625",2019-12-19,1.112,1.1113,1.1145,1.1107,"0,08%"
"626",2019-12-18,1.1111,1.115,1.1156,1.111,"-0,34%"
"627",2019-12-17,1.1149,1.1143,1.1176,1.1128,"0,06%"
"628",2019-12-16,1.1142,1.1122,1.1159,1.1122,"0,21%"
"629",2019-12-13,1.1119,1.1129,1.12,1.1111,"-0,08%"
"630",2019-12-12,1.1128,1.113,1.1155,1.1102,"0,00%"
"631",2019-12-11,1.1128,1.1092,1.1145,1.107,"0,32%"
"632",2019-12-10,1.1092,1.1063,1.1099,1.1062,"0,27%"
"633",2019-12-09,1.1062,1.1055,1.1079,1.1052,"0,05%"
"634",2019-12-06,1.1057,1.1105,1.1111,1.104,"-0,41%"
"635",2019-12-05,1.1102,1.1079,1.1109,1.1077,"0,23%"
"636",2019-12-04,1.1076,1.1082,1.1116,1.1066,"-0,05%"
"637",2019-12-03,1.1081,1.1078,1.1094,1.1065,"0,04%"
"638",2019-12-02,1.1077,1.1014,1.109,1.1003,"0,56%"
"639",2019-11-29,1.1015,1.1008,1.1029,1.098,"0,07%"
"640",2019-11-28,1.1007,1.0999,1.1019,1.0999,"0,08%"
"641",2019-11-27,1.0998,1.102,1.1026,1.0991,"-0,18%"
"642",2019-11-26,1.1018,1.1014,1.1027,1.1006,"0,05%"
